customer_id,tenure_months,satisfaction_score,num_support_tickets,recency_days,frequency_orders,monetary_total,risk_score,churn_status
426,16,4,4,42,10,706.404282678295,2.508574113247372,Retained
427,45,5,3,132,12,707.8623075822449,3.5498667175667107,Churned
428,68,4,2,16,9,464.09793869791525,2.953545334982901,Churned
429,18,5,1,332,13,878.9558220476118,2.413006652822228,Retained
430,48,5,2,286,10,418.6126049819128,0.4394535169058009,Retained
431,58,4,1,174,12,21.821516790713417,2.0321509130257427,Retained
432,68,1,1,136,13,261.6036886658494,2.35520680924921,Retained
433,53,4,0,152,13,300.34246147347613,1.1083590065042488,Retained
434,23,5,0,328,15,641.951770851547,0.7468445349942706,Retained
435,28,5,1,222,9,-38.87150962047838,2.3170341328049986,Retained
436,53,5,1,6,16,558.8533288300772,-0.8213475033581789,Retained
437,51,3,2,155,13,469.7766800217936,1.7045726800570862,Retained
438,11,4,2,329,9,511.54713151661394,2.747699397977924,Retained
439,3,4,1,181,5,175.17077478028898,2.0035734180279494,Retained
440,72,3,0,202,5,346.7905033681109,3.11543788761542,Churned
441,69,5,3,289,9,641.843281555255,2.1680199660994868,Retained
442,56,4,0,286,7,569.5106287039254,-1.1285654069167457,Retained
443,32,2,0,304,4,644.8534180684724,2.0295620550693863,Retained
444,31,2,2,270,8,573.9469496364376,3.532670010344292,Churned
445,36,3,1,281,10,623.5256564213261,2.2146580952605577,Retained
446,59,3,3,123,10,292.00185024837646,1.6595082424833048,Retained
447,2,3,4,91,14,664.9939024589235,6.5297476740076235,Churned
448,24,4,2,319,12,693.7771841562502,2.6152142454242218,Retained
449,4,5,1,222,6,404.04698933259914,2.391160909886882,Retained
450,22,1,2,94,13,562.5213913717126,4.637191972266885,Churned
451,61,4,1,287,9,645.5212506649356,0.04424948184130395,Retained
452,71,3,1,250,17,377.31293263881764,1.5773222304529295,Retained
453,14,4,2,299,13,599.6970255781137,0.5761521930182629,Retained
454,15,5,1,55,13,95.98275644222161,1.5071653442680462,Retained
455,22,5,1,346,15,175.4499675453414,2.2700095725601672,Retained
456,65,4,0,3,16,570.7878329614109,0.17214251097864836,Retained
457,57,3,3,171,5,752.2927040860096,2.1019389919106803,Retained
458,26,1,7,335,17,759.4726492194297,5.6467069365493945,Churned
459,5,4,4,140,14,516.9292441716573,5.270661399115376,Churned
460,64,3,4,132,15,1080.497765282938,3.0931541088960435,Churned
461,61,5,3,71,11,-14.404522068971687,1.6039585534383047,Retained
462,7,5,1,213,9,607.08029725408,4.055522075803537,Churned
463,34,3,0,266,11,524.0876239977904,2.4612181050508566,Retained
464,51,4,3,320,16,173.2202138482105,1.939111109447233,Retained
465,59,5,1,95,6,635.5087546669727,1.4850305705306703,Retained
466,18,4,2,356,8,307.0920381695193,1.5693599193373875,Retained
467,72,3,8,201,12,316.9549408654555,4.740129487395409,Churned
468,45,5,0,362,9,451.0031533733618,0.2183456729458752,Retained
469,36,1,4,48,8,448.89229335361796,4.452908248054993,Churned
470,52,5,0,306,12,742.8030620349901,-1.3735558037922773,Retained
471,38,4,3,39,12,155.72392527709155,3.3362579913618693,Churned
472,26,3,2,357,9,499.7817361891793,2.529395881774282,Retained
473,48,5,1,353,10,537.199296757286,1.639452897115926,Retained
474,50,4,6,210,9,555.8002674289545,3.446752494146291,Churned
475,26,4,1,202,6,386.81082424368543,1.9056577645420296,Retained
476,24,4,2,299,9,524.988094410609,1.1669784005173582,Retained
477,22,5,2,140,6,631.1664125556929,0.748427939181266,Retained
478,52,5,1,38,9,236.19381743609927,0.8217466838269301,Retained
479,63,1,2,136,14,460.0361047778975,2.840007566632006,Retained
480,8,2,2,354,5,226.50405819423253,1.0089876168981124,Retained
481,44,4,2,247,13,639.5922621869397,1.9125280630191805,Retained
482,18,4,2,39,10,565.4477221558195,1.280662592574736,Retained
483,40,5,2,115,9,530.1456665347839,1.3170557696418446,Retained
484,42,4,2,12,6,401.6251837601938,1.4200492358517591,Retained
485,16,2,5,30,12,603.8446555523878,4.541043078980099,Churned
486,43,5,1,348,14,518.2570971060969,1.3447093148951614,Retained
487,58,3,2,192,14,638.3089379578187,2.254302478332648,Retained
488,2,5,1,216,9,270.568191329265,4.113638470804751,Churned
489,2,4,1,237,11,335.0251767836066,4.735575981473338,Churned
490,16,1,1,261,11,795.2041868422546,3.263306569232243,Churned
491,1,5,1,357,14,327.4814356713972,6.008717549289808,Churned
492,18,2,2,203,17,323.59514932423986,1.3983654446358433,Retained
493,65,4,1,241,6,506.1952147313175,0.680667134380307,Retained
494,15,4,2,318,8,173.47313692458272,0.9663428439229118,Retained
495,61,5,0,210,12,581.5767314176599,1.4305896330905872,Retained
496,11,5,0,142,13,469.5186024103167,0.7688470621129481,Retained
497,17,4,3,64,9,336.3142484632008,1.5346068065127714,Retained
498,4,5,3,243,11,438.1372784397703,3.165707931613503,Churned
499,37,5,1,175,14,699.8123744662086,0.3157483544406048,Retained
500,55,4,3,274,7,649.0733551001185,0.7110530386260956,Retained
501,21,4,1,290,8,597.0612199120545,0.3571281941197264,Retained
502,61,3,3,320,3,393.2126750542227,3.2333067139706033,Churned
503,52,4,2,342,10,518.2133229664043,2.1924337860676104,Retained
504,54,4,4,57,13,331.7691842099056,3.4803654957924444,Churned
505,32,2,3,225,14,647.1404746893902,2.7160478181821994,Retained
506,10,2,0,75,12,303.2748685831566,0.26908599593484483,Retained
507,8,4,6,185,6,524.8475355714359,2.1076021930958526,Retained
508,33,5,3,106,13,592.0421465332746,1.8757499214945874,Retained
509,14,3,2,304,9,893.7054019885563,1.2500878292073327,Retained
510,47,2,2,5,9,578.440303466947,3.5606207426172594,Churned
511,37,5,3,237,7,558.1863234121295,1.8666339926358815,Retained
512,49,5,3,285,9,368.2621994762028,2.0752936434220053,Retained
513,46,5,2,95,9,533.209956600185,0.004947770985778588,Retained
514,5,3,2,286,12,207.34040957875703,3.448320344762811,Churned
515,18,4,1,269,12,350.18171534931173,1.1425598722786907,Retained
516,9,4,3,282,9,642.0774761202908,1.460294506719133,Retained
517,56,4,3,327,11,466.489467635593,0.43149483205265327,Retained
518,40,1,1,237,8,501.95855676442676,2.790773606288518,Retained
519,72,3,3,267,8,653.7129453511343,1.4927750237625534,Retained
520,29,1,2,295,7,497.28321285131005,2.144945601017451,Retained
521,1,3,4,261,11,331.8804068737276,7.566274968500949,Churned
522,32,4,2,196,5,526.6230284595599,1.999366597065336,Retained
523,38,4,1,271,10,167.40138630471904,1.1398566719144303,Retained
524,45,3,1,274,9,-63.360400591753546,1.2408047186493507,Retained
525,72,4,3,22,11,571.1800001847093,2.020555930326217,Retained
526,59,5,2,313,4,322.14158709760477,2.261768017134866,Retained
527,28,5,2,80,12,352.80375256280644,2.8707460079912037,Retained
528,56,4,3,59,9,562.9994527139345,0.2849852035547231,Retained
529,33,3,3,99,14,315.95167414864983,1.102043643336918,Retained
530,51,3,0,235,7,318.8677406959115,0.949502397092544,Retained
531,11,3,2,283,12,610.6477540360797,2.9480193684583567,Churned
532,26,5,3,285,9,481.23725552714876,2.9239719774645136,Churned
533,31,5,1,276,8,601.1511774582416,1.7782129115679308,Retained
534,20,3,5,59,6,190.76347866739798,4.651301823638011,Churned
535,4,5,4,163,12,684.0048902565278,1.8184596167412428,Retained
536,15,4,1,175,9,564.602304173259,2.7442955359924017,Retained
537,26,5,5,258,14,826.5271419731171,1.7616914791450633,Retained
538,19,4,2,316,11,495.4963770408645,1.5062839840778475,Retained
539,5,5,2,198,5,458.9156813268733,1.6063938350714637,Retained
540,51,4,0,276,10,720.8098508814332,0.38756511778085023,Retained
541,11,4,2,199,8,638.1583000751838,2.3900856174749068,Retained
542,57,1,1,104,6,571.0332947010253,2.6386732660309704,Retained
543,68,5,0,182,7,526.9176654117267,0.6241165378863216,Retained
544,7,4,2,127,12,377.33703584027126,3.4159937594064465,Churned
545,14,2,5,354,4,774.9164194791666,4.302260608990427,Churned
546,57,4,2,67,13,391.54990633249577,-0.32221290590948826,Retained
547,54,4,2,93,8,867.1947743778146,0.29614194034348684,Retained
548,16,4,1,108,11,619.5777513600628,1.4478046125541395,Retained
549,31,1,6,275,9,494.7745491966438,3.5330286211987927,Churned
550,38,5,1,11,7,914.4700324173427,0.26953822480971024,Retained
551,71,4,2,252,14,536.1960325704417,0.9844561242007397,Retained
552,64,1,2,105,8,430.7601034129858,3.2364476731964085,Churned
553,26,5,4,75,5,606.9382447616166,3.4987184226809553,Churned
554,20,2,1,318,8,839.9688979050641,0.598811049640356,Retained
555,10,4,5,27,7,589.2095593268256,2.6320836220536146,Retained
556,43,4,1,82,9,797.400489238842,-0.7688867042197531,Retained
557,12,4,1,69,10,570.5229169862596,1.6316981738401939,Retained
558,19,3,2,38,4,480.8175224266242,2.163008602301016,Retained
559,62,5,2,337,8,604.4350497020641,0.8694027245375483,Retained
560,58,2,1,270,10,626.8558578945734,1.2079746294835632,Retained
561,38,5,3,72,12,384.6605605712799,1.2701286156166387,Retained
562,53,2,2,164,7,395.04413646425724,2.1307829568387264,Retained
563,23,2,1,66,13,630.1139814036495,0.8884298857164374,Retained
564,28,2,1,67,8,434.18961258223544,1.590038461850762,Retained
565,42,3,5,280,6,348.0723677167984,2.4305564004697153,Retained
566,52,3,2,302,15,371.7080652913795,2.7896928151159703,Retained
567,62,2,1,353,13,450.1707099889513,1.2319622507204904,Retained
568,45,3,3,83,12,400.6469144516724,3.084954942627488,Churned
569,24,4,2,48,12,416.5057428984381,1.1069571259632944,Retained
570,70,5,1,125,15,564.3617994709733,1.1438105898326834,Retained
571,35,5,2,199,14,508.127717428647,2.9652795077683063,Churned
572,50,4,5,76,17,565.3803210090213,2.5082792592929732,Retained
573,30,5,0,352,11,672.8564320177302,-0.15993586175319574,Retained
574,38,5,2,179,11,821.5319673824558,2.021512706593064,Retained
575,4,2,2,120,12,481.9155326216812,3.2766486579798904,Churned
576,44,4,5,203,12,388.80010628221703,4.007851631336928,Churned
577,38,5,3,306,7,638.7739186180276,2.0102141366113093,Retained
578,50,4,2,116,8,646.2933815611547,-1.0869495238042646,Retained
579,54,4,3,248,11,594.24942177333,4.014881206495646,Churned
580,36,5,4,215,9,574.0781725985518,3.206699192940175,Churned
581,24,5,2,230,17,587.3531295989761,1.9067321601814777,Retained
582,13,3,1,52,9,752.7293073256554,3.2302852294795272,Churned
583,27,2,3,141,13,699.6497175971217,1.4764576192800383,Retained
584,4,4,1,289,12,231.03309369627237,0.9312489244217907,Retained
585,35,4,0,247,10,512.7622000367301,0.8628623559178907,Retained
586,55,5,1,230,13,737.5953181767109,1.083004941264694,Retained
587,14,5,1,133,7,323.7917274128912,1.5844185748032698,Retained
588,15,2,0,104,9,296.48448298135315,1.4154245193904489,Retained
589,37,4,0,338,12,480.1894631429518,1.6696992066144516,Retained
590,59,5,4,316,13,371.8989373269303,3.541385382263744,Churned
591,1,5,3,259,10,219.45130530265874,5.747066322765869,Churned
592,32,5,3,263,12,677.9857773307917,3.356612744292219,Churned
593,11,3,4,199,13,360.84567912337695,3.562327028363467,Churned
594,44,4,2,272,10,352.49556248005115,1.551807030598559,Retained
595,72,4,0,230,6,882.121649831111,-0.9300765772671791,Retained
596,70,4,3,51,12,650.1301533916542,1.725942615616752,Retained
597,2,3,1,61,9,760.9628259191318,3.3749138735236075,Churned
598,11,2,2,29,8,661.4329297906224,1.22574182377674,Retained
599,20,1,4,332,8,907.7586421677028,3.7028714941535132,Churned
600,32,4,2,202,11,504.90797059853134,2.402807144163503,Retained
601,56,5,3,277,9,426.5258690994568,3.8469023374957567,Churned
602,50,3,2,179,7,139.66334242064005,2.361306327732515,Retained
603,37,5,1,216,8,697.2192395711136,2.2418921813504498,Retained
604,28,3,0,30,6,169.00495348273193,-0.7235071053594042,Retained
605,63,1,3,362,10,426.1258444593247,5.032483779134859,Churned
606,63,4,2,324,8,713.0854943709556,1.115502284433036,Retained
607,67,3,5,53,13,597.4632092586118,2.05318406657175,Retained
608,70,5,0,348,8,686.0109075884297,1.165097425075579,Retained
609,22,5,1,148,8,434.02659500736723,1.3720511143000338,Retained
610,39,4,0,331,9,411.7444921077407,-0.40442208098830834,Retained
611,60,5,0,275,16,444.1002260865083,-0.3938823221391647,Retained
612,55,4,1,353,10,579.990908169266,1.3235239152029363,Retained
613,41,5,0,191,8,200.53870193924627,0.27735451381908605,Retained
614,12,3,2,229,8,574.5486827577256,0.8284126104916865,Retained
615,1,4,0,346,16,679.379637786182,5.564610614856801,Churned
616,7,1,3,20,8,732.1204915360894,6.192015760970436,Churned
617,52,4,4,104,9,435.4599482042557,2.1766828108375273,Retained
618,48,2,2,333,5,348.3095242924472,1.262234343238969,Retained
619,71,4,4,203,12,604.306139469342,3.5912464455725432,Churned
620,58,5,0,297,13,312.7420551195885,-0.9232427241575751,Retained
621,15,4,4,61,10,517.0876962288542,4.7684900832989765,Churned
622,40,1,2,95,8,630.1417490733885,3.3736649970669093,Churned
623,39,4,4,274,9,541.5330858601558,2.1788044385140584,Retained
624,38,4,4,164,12,469.83783629678067,2.3488309901871998,Retained
625,26,1,5,247,5,334.0445063836097,2.428265714487536,Retained
626,17,1,4,21,21,483.474546604815,3.77445034661544,Churned
627,36,4,6,60,10,463.99113240136086,3.5857902034423668,Churned
628,31,1,1,349,11,272.106526392083,0.8663344595883995,Retained
629,18,2,4,45,11,101.79624468843957,2.687740172696341,Retained
630,47,3,3,92,13,563.0500325213136,1.7897033104192368,Retained
631,36,4,2,228,10,496.86470202525635,3.2660046553526927,Churned
632,33,4,4,204,10,440.61986407937013,3.9652749035459505,Churned
633,54,4,5,141,10,287.28418803116017,2.370643787818725,Retained
634,37,3,5,8,6,529.0355470210488,2.683888955297874,Retained
635,48,4,3,243,10,652.8298409473352,3.2546587626674786,Churned
636,50,2,3,98,6,206.28829264147998,3.149918065817726,Churned
637,29,5,1,161,10,591.6103603857908,1.7997088352757795,Retained
638,71,3,3,364,8,279.78721103107614,1.3984434629854872,Retained
639,40,5,2,238,10,299.7990523228365,1.7802054844952755,Retained
640,50,5,3,310,13,761.9134367915029,2.7785569656261577,Retained
641,57,1,2,41,7,677.1805794985665,1.033694253539021,Retained
642,23,3,1,291,14,553.3485715573737,1.6231648323934702,Retained
643,28,4,1,143,8,635.341376216079,-0.41098766539153253,Retained
644,21,4,1,154,13,377.9209068950182,0.537826004842874,Retained
645,40,4,5,65,8,127.17040140247491,2.757729347505669,Retained
646,28,3,3,272,16,460.7065952130685,3.0768869703148556,Churned
647,65,5,5,46,14,259.6157683013979,2.2339500811582442,Retained
648,6,5,3,223,14,571.8640624184214,1.2592228054145442,Retained
649,63,5,2,324,8,594.0824221148647,1.570425714354117,Retained
650,25,4,3,158,13,591.289130578317,2.186882947522328,Retained
651,39,4,2,190,8,439.8337226832108,2.6869725088706797,Retained
652,5,4,5,316,5,568.1155751783986,2.676706657407201,Retained
653,72,3,2,71,14,284.60012231470193,2.4059767647292074,Retained
654,63,4,2,221,6,271.0825902463412,3.026569588990941,Churned
655,52,5,0,64,9,378.8642661529386,-0.4483738806525195,Retained
656,19,1,2,327,10,391.75279423763186,1.448063678404883,Retained
657,52,3,2,112,16,661.6145110726882,1.5794807193773133,Retained
658,8,4,0,87,4,491.2883586818613,0.665773223902119,Retained
659,56,4,2,195,14,387.72419703900607,0.9109480079384006,Retained
660,29,5,3,116,8,466.81269765121016,0.9249509151329667,Retained
661,26,4,1,265,7,720.5510680065603,1.405249445590148,Retained
662,48,2,4,253,7,625.738417445818,4.422767942924047,Churned
663,13,2,1,350,4,610.8386959524048,3.8007021191431756,Churned
664,27,2,2,215,6,507.81455395127983,2.177660814650179,Retained
665,34,3,5,224,9,410.998870356374,2.0162022817959473,Retained
666,33,3,3,337,9,598.3371367652323,2.771823541960416,Retained
667,54,5,1,363,9,311.6820900508018,2.9563904073538763,Churned
668,17,2,2,247,9,505.36931210814987,1.3757283284140973,Retained
669,45,4,1,225,9,837.3330982998255,0.11395963708385037,Retained
670,34,1,2,293,14,882.2273858482213,1.3286793955756606,Retained
671,10,4,3,47,14,848.0409573721356,3.0270986847366332,Churned
672,53,1,1,43,11,787.1417400227493,3.1333029572017144,Churned
673,4,4,4,21,7,371.10801004454174,5.367350571357206,Churned
674,55,1,0,201,7,396.265544715952,2.185892932450639,Retained
675,45,3,1,284,6,465.4294376433663,2.1274285874124645,Retained
676,48,4,1,4,13,264.3970014578432,0.2531258154369027,Retained
677,23,1,2,178,12,408.87838935443415,3.191036853331597,Churned
678,19,5,1,19,10,707.0155451027983,2.0053039792621976,Retained
679,42,4,2,269,4,873.3864735696854,1.7882239043348858,Retained
680,2,4,4,53,7,463.72681088716354,4.620453902857879,Churned
681,56,3,1,308,8,196.408514648425,4.783600879862273,Churned
682,68,4,0,5,14,470.4225456491628,-0.4647497125576119,Retained
683,66,5,1,191,6,646.2468764770013,1.52572690176557,Retained
684,23,4,1,282,11,-14.696702123703858,1.3750162069718344,Retained
685,45,4,2,154,10,209.63704013820814,-0.8995975271987255,Retained
686,44,3,4,316,13,232.98751445169194,1.7648124739870017,Retained
687,53,2,4,38,9,590.0659339039878,2.265254851035329,Retained
688,62,2,0,349,14,494.1676592417136,0.9877238640525232,Retained
689,13,5,0,275,7,746.3684500408631,0.7821223277270483,Retained
690,65,5,4,231,9,454.02809766328517,2.9151934684122973,Churned
691,45,5,4,139,7,780.277204983897,2.2620462713606875,Retained
692,62,1,2,51,12,94.66654235167107,3.184127303847977,Churned
693,39,1,1,173,12,317.28718080793305,3.717426897601889,Churned
694,19,3,2,174,10,362.81558070717097,-1.121849303604631,Retained
695,51,5,1,117,10,429.6259717253728,-0.4764746979609844,Retained
696,58,4,2,86,11,268.1131313233928,1.1754929804269627,Retained
697,12,4,2,197,11,473.1956154418595,2.2284320774474984,Retained
698,3,3,1,232,13,523.5866307457549,1.8880021944260914,Retained
699,38,5,2,118,12,545.1342154765559,2.175118733953405,Retained
700,49,3,2,133,6,584.3902984886014,2.8268730075446147,Retained
701,16,5,1,296,11,751.4284364836892,1.7522904037297589,Retained
702,22,4,2,324,12,250.57278488374638,1.4698984902449064,Retained
703,52,2,1,121,11,533.2920733091216,1.6307187943733024,Retained
704,10,5,0,331,4,646.786229148321,0.4472091552787786,Retained
705,50,5,5,269,11,411.9315864957647,4.363175243373396,Churned
706,28,2,2,225,7,360.36905421331915,2.819001962303054,Retained
707,17,4,1,253,14,488.54042127335885,0.7985339096490914,Retained
708,49,5,2,28,12,560.7632836401734,1.4699830450926965,Retained
709,48,5,5,41,4,952.720398704423,0.8088055779204306,Retained
710,33,4,4,3,12,723.3982919631203,3.5080532659172743,Churned
711,32,4,4,45,10,683.8787962857173,2.0316393257991874,Retained
712,49,2,2,247,11,523.3105143700914,2.0831701797391156,Retained
713,18,1,6,1,14,411.7765381790412,4.71750104275998,Churned
714,6,1,3,332,9,527.6465683890019,2.958099874742337,Churned
715,26,2,2,81,11,444.59169381030523,1.215198283549119,Retained
716,51,5,1,294,10,351.07594612326795,-0.6312880912968561,Retained
717,6,5,5,298,17,478.66326724373096,3.868283944119719,Churned
718,66,5,2,161,6,502.4599925632115,0.6548408317668777,Retained
719,18,5,1,72,17,501.59427241835937,0.6236717977658883,Retained
720,37,5,3,159,12,361.93711612492905,2.7413972686292483,Retained
721,63,4,7,213,12,305.454403704739,4.120530532232659,Churned
722,36,2,2,196,12,359.1288452875754,3.2774999757620087,Churned
723,11,2,2,338,13,620.6212181021592,3.141667723125455,Churned
724,62,2,1,282,17,730.0696748141439,2.780098615333662,Retained
725,8,4,3,176,12,565.5842236929134,1.831719406442395,Retained
726,11,5,1,311,7,257.1157517487139,1.1477710354925466,Retained
727,27,5,2,198,8,657.9772236727345,2.2513062084491633,Retained
728,38,5,2,200,10,395.2106178692012,1.1824449599369395,Retained
729,8,4,1,261,9,67.50323066103869,1.2273426973052615,Retained
730,65,5,1,42,7,494.301995220392,1.8247157065749997,Retained
731,48,3,0,209,13,498.6666722101662,1.3262246410148602,Retained
732,32,5,4,48,11,618.4051034225292,1.7129411383971993,Retained
733,49,3,0,185,9,421.7933420559755,-1.2730778309944768,Retained
734,41,2,2,230,12,227.98586667850304,2.567685109701838,Retained
735,62,5,0,209,7,495.91909355552133,1.6287390049193244,Retained
736,72,3,3,229,8,502.1490792191103,1.1287761399957297,Retained
737,46,3,1,6,7,665.012834467075,-0.8735674175483985,Retained
738,10,1,1,16,11,79.21710700614756,3.0997376760383593,Churned
739,72,3,0,301,7,790.9664895852309,-0.23157834765054164,Retained
740,54,5,5,138,8,168.94073903026492,3.246001541319671,Churned
741,23,5,3,110,12,409.02007121458286,3.639158868989271,Churned
742,60,1,4,339,9,315.2262554692654,3.2197755294944836,Churned
743,72,5,1,85,7,745.3767171244427,2.7246621032915668,Retained
744,66,4,8,281,11,470.20798885699463,4.357193261225303,Churned
745,53,5,1,364,6,459.40969270898796,0.5371598794364493,Retained
746,34,2,1,339,10,608.2800242989953,1.8487018013532253,Retained
747,66,3,3,179,7,551.6880089615831,3.097435587896678,Churned
748,15,2,2,101,18,684.9361488988532,0.7075779998424834,Retained
749,64,4,2,67,8,9.109992065056474,2.675548103480515,Retained
750,30,4,6,128,13,828.0453719991715,2.7068062878211245,Retained
751,57,2,3,325,8,620.6655584666005,1.3713043203066644,Retained
752,7,2,3,119,14,501.31422076695804,3.0969489120031395,Churned
753,57,1,3,301,5,453.27916871415044,3.4653129793198105,Churned
754,18,2,1,53,7,968.5901848762317,0.6307389208429768,Retained
755,23,5,5,187,5,338.87636402370015,2.457747029884825,Retained
756,15,5,3,311,15,218.77955154846325,3.4913682536072743,Churned
757,44,5,0,94,10,909.5064335508149,0.22974131533609732,Retained
758,21,2,3,48,7,446.7822099592224,2.262476070554059,Retained
759,71,2,1,226,9,405.93647021315434,2.3646125605952717,Retained
760,26,1,2,126,8,368.42528483034465,4.263735946278608,Churned
761,42,4,1,119,6,674.400307138038,2.223857143237865,Retained
762,61,1,2,253,10,423.82226671420347,3.4882980455247132,Churned
763,13,4,3,227,5,557.0823352274097,3.2489918234092023,Churned
764,41,3,4,239,8,430.4676342905085,2.633448717550563,Retained
765,53,4,1,9,10,651.471463545482,-0.2039142176015145,Retained
766,22,1,1,26,6,805.2952240402705,2.5472359644233515,Retained
767,14,1,4,73,13,567.0497704368785,3.835180081706948,Churned
768,36,4,2,200,6,283.4144561764221,2.622226035378152,Retained
769,15,4,1,306,9,277.2334263406973,1.470994496656004,Retained
770,69,3,1,2,8,607.8043080021605,-0.7569904491813833,Retained
771,71,3,3,195,6,445.02874912433765,2.6148192124258336,Retained
772,13,3,2,234,9,500.4998881520408,2.9867144977678852,Churned
773,49,5,2,2,8,301.035439287686,1.660556282950227,Retained
774,63,3,2,127,11,552.0449385938031,1.7569854177516109,Retained
775,4,5,2,201,10,432.9107367695832,3.362894194569485,Churned
776,47,5,2,292,12,442.27127395382763,1.0278104774785803,Retained
777,63,4,3,341,8,546.474901147871,2.8632543267260613,Retained
778,41,2,2,101,11,44.63563429594058,4.248120390291554,Churned
779,20,2,2,67,12,49.51225990432579,3.4882004717453245,Churned
780,66,5,1,207,12,397.00622806448916,-0.011373194036711776,Retained
781,45,5,1,174,15,270.6449747509609,0.311444199394058,Retained
782,47,5,2,114,9,426.13594028344266,1.3775064161070611,Retained
783,23,5,1,139,9,87.74378913121706,2.4970052333924055,Retained
784,51,3,3,113,10,605.8951586643861,3.2830024224791856,Churned
785,23,3,1,329,8,350.1834142014881,-0.8952059343489118,Retained
786,50,5,4,62,13,613.0624808722608,1.8136219756209153,Retained
787,64,2,3,110,15,732.6328195702471,2.598552336134746,Retained
788,20,4,0,152,9,441.3597648439458,-1.1339877955283688,Retained
789,12,4,1,155,10,729.412168224851,2.6036277607301006,Retained
790,64,1,1,107,10,563.9445533092804,3.515975102285142,Churned
791,47,4,1,91,5,467.6199941857958,2.4859950380914375,Retained
792,65,4,1,309,12,201.05762575305556,1.147362768530572,Retained
793,10,3,0,61,9,547.7324910881583,1.4321869999461634,Retained
794,60,1,0,14,17,75.46842443733954,1.2163661369705427,Retained
795,6,3,0,313,8,634.5375700108697,2.0941810753151766,Retained
796,23,5,3,11,6,635.259454218753,0.22894785727413813,Retained
797,55,4,6,236,8,573.2388394855672,2.9672111179495473,Churned
798,37,5,2,303,10,574.5299281557137,1.77387778857492,Retained
799,1,5,3,329,7,608.7823987210065,6.258731547105882,Churned
800,37,4,2,57,15,583.6943664216345,2.1761700148067598,Retained
801,66,4,2,219,14,582.3376767653065,2.6963648646460454,Retained
802,64,3,2,11,7,458.9320946312859,0.9625892472143162,Retained
803,10,3,1,177,7,117.36625293413982,-0.12201796949383326,Retained
804,3,5,1,6,10,315.2113642348554,1.5490934177643136,Retained
805,69,4,1,182,7,217.36386752252645,0.7416590670984484,Retained
806,53,5,1,171,11,578.0026587404495,2.234579729909969,Retained
807,60,3,3,39,10,501.66008669272566,2.642222485636239,Retained
808,41,4,4,180,9,530.6725710931263,2.9987224782766297,Churned
809,37,4,3,266,13,362.0485188443854,1.4152081605696638,Retained
810,71,4,1,276,4,367.6566554628418,1.0650554090097888,Retained
811,15,5,3,313,9,506.64985384027483,3.623376554502161,Churned
812,23,1,3,306,6,381.7285719164762,2.857863765269692,Retained
813,72,3,1,56,7,588.9070571598534,1.2453732869441458,Retained
814,7,4,4,99,13,577.0688104244321,2.1116791063968874,Retained
815,7,3,4,167,12,966.1388252973215,2.3977041650227746,Retained
816,18,5,2,157,12,480.3506548868383,1.245540933033175,Retained
817,31,4,0,36,8,630.0125983176091,0.9953075148889274,Retained
818,22,5,6,183,13,997.9211087556855,5.038174156037272,Churned
819,9,3,2,309,6,451.8162552594098,2.6906012348326214,Retained
820,8,4,1,99,10,114.00342251211748,1.016879420395652,Retained
821,37,2,1,182,9,687.8525451631684,3.2869981328999263,Churned
822,65,5,0,325,9,703.4005437697688,1.1693874502460948,Retained
823,55,1,2,156,10,499.5959352089317,3.6163238239162583,Churned
824,62,4,2,199,11,542.8142542763915,3.577127413746787,Churned
825,70,3,0,188,14,397.3863113855075,-0.4907573588402111,Retained
826,58,2,1,287,12,149.30150182859194,1.1324878089062855,Retained
827,55,4,3,143,9,64.01717516327273,2.589287519531778,Retained
828,14,4,3,170,7,670.8314433088842,2.099283825790788,Retained
829,16,3,3,111,6,450.72286641088607,2.218811892310913,Retained
830,72,5,2,39,11,429.55857409338716,-0.09147252920731597,Retained
831,20,3,1,263,10,516.2150251711204,2.2810932396220145,Retained
832,15,5,1,170,8,196.66622911194685,1.1895285434677378,Retained
833,21,5,3,111,9,492.48904221325495,2.415876349453637,Retained
834,46,1,2,303,12,287.4753636810569,5.4297796274598475,Churned
835,18,4,3,333,7,542.7524866131018,2.124155721454057,Retained
836,66,3,2,157,11,555.6196583658341,1.9906358312858234,Retained
837,14,4,0,126,14,470.42921953264437,0.5219619135074965,Retained
838,35,5,1,296,11,551.1731560020869,0.8379632133866216,Retained
839,68,4,2,47,9,569.9112336130312,-1.041547104793702,Retained
840,71,5,0,358,8,974.6546462934546,0.7739422757420821,Retained
841,8,3,4,223,13,101.80963100219833,4.190188417161008,Churned
842,58,4,1,144,10,339.40363502147,1.1304178081924823,Retained
843,38,4,4,308,8,388.84010979661383,1.7498456744012647,Retained
844,3,5,1,278,12,659.9420564698847,4.2643949378172294,Churned
845,29,4,0,57,10,728.9149623214323,0.8145632362556554,Retained
846,14,3,5,151,11,468.5024449814127,3.8317750511578863,Churned
847,19,4,1,334,12,262.6536124744771,1.1890175760510602,Retained
848,72,4,4,81,6,468.6098357517795,3.7484849048696436,Churned
849,42,2,4,275,11,658.2615826854137,3.640476060428384,Churned
850,1,3,4,116,11,164.81077488149214,7.53502972458866,Churned
851,62,4,1,210,5,314.9027551545083,1.5790505849922978,Retained
852,37,5,1,133,11,696.7631176423405,-1.1388103629717794,Retained
